"agreement_label","agreement_confidence","comment_id","topic","error"
"Neither/Unclear",0,"racial_comment_179347","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_147524","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_136873","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_166655","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_142596","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_138126","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_144944","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_168308","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_161890","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_113844","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_114773","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_133621","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_123609","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_127334","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_155773","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_137066","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_159411","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_152504","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_169872","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_136189","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_124467","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_132948","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_167162","Asian Population Dynamics and Implications",NA
"Neither/Unclear",0,"racial_comment_146609","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_138856","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_134421","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_108166","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_165050","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_129766","International Student Migration and Education",NA
"Neither/Unclear",0,"racial_comment_165428","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_156887","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_138838","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_141038","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_170096","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_164724","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_149307","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_151565","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_152596","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_141688","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_120917","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_152311","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_176612","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_106787","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_112784","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_114149","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_136357","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_107996","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_125004","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_129605","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_142387","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_130316","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_119515","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_109358","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_174752","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_141610","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_156118","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_169839","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_125906","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_120927","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_120285","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_128508","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_125180","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_108306","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_144790","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_175625","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_124968","Affordable Housing and Demographic Shifts",NA
"Neither/Unclear",0,"racial_comment_103304","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_127640","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_179138","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_118170","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_172432","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_154417","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_140795","Affordable Housing and Demographic Shifts",NA
"Neither/Unclear",0,"racial_comment_115992","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_124177","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_125900","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_105364","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_111943","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_158778","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_135803","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_109096","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_148106","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_108684","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_148274","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_113247","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_155407","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_122806","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_149480","Asian Population Dynamics and Implications",NA
"Neither/Unclear",0,"racial_comment_139727","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_150928","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_171961","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_172608","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_130582","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_104301","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_108599","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_125814","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_110015","Diversity and Immigration in North America",NA
"Neither/Unclear",0.1,"racial_comment_114989","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_157358","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_176255","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_145177","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_164452","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_124197","Diversity and Immigration in North America",NA
"Neither/Unclear",0.1,"racial_comment_170782","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_109918","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_102689","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_165395","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_180681","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_123907","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_115196","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_155950","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_147148","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_171630","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_119528","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_163133","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_135005","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_144647","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_148765","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_150628","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_117070","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_126083","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_145217","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_179202","Diversity and Immigration in North America",NA
"Neither/Unclear",0,"racial_comment_141691","Diversity and Immigration in North America",NA
